comment,language,sentiment
the pedals are slippery kahit naka cycling shoes,Filipino,negative
straps ng rack sobrang short walang masakyan,Filipino,negative
yung cleats di naglolock in sobrang frustrating,Filipino,negative
the brake cable snapped after just a month,Filipino,negative
yung tire levers parang weak laging nababaluktot,Filipino,negative
bike stand is too short parang unstable,Filipino,negative
yung bell nagbreak after a few uses parang laruan,Filipino,negative
calipers dont line up with the rims laging misaligned,Filipino,negative
ang weak ng seat clamp laging bumababa ang saddle,Filipino,negative
spokes keep coming loose di safe for long rides,Filipino,negative
ang loose ng water bottle cage natatapon ang bote,Filipino,negative
derailleur hanger keeps bending causing shifting issues,Filipino,negative
seat rails creak every time i pedal sobrang annoying,Filipino,negative
pump is so slow parang forever bago mainflate,Filipino,negative
the reflector doesnt fit laging natatanggal,Filipino,negative
yung chainring nagdamage ng shoes ko sobrang sharp,Filipino,negative
saddlebag zipper broke sayang hindi tatagal,Filipino,negative
shifters ang hirap maabot sobrang layo sa handlebars,Filipino,negative
helmet visor fell off parang hindi sturdy,Filipino,negative
bike computer doesnt sync sobrang unreliable,Filipino,negative
yung rear shock laging nagleleak ng oil,Filipino,negative
handlebar extender wobbles parang unstable,Filipino,negative
chain keeps falling off ang hirap magride,Filipino,negative
ang ingay ng fenders parang lagi may sumasabit,Filipino,negative
the pedals feel loose parang delikado gamitin,Filipino,negative
seat cover ripped after a few rides low quality,Filipino,negative
brake cables are short mahirap palitan,Filipino,negative
spokes keep breaking ang hirap magmaintain,Filipino,negative
ang ingay ng brake pads nakakairita sa tenga,Filipino,negative
chainring bolts keep coming loose sobrang hassle,Filipino,negative
the lock is hard to open parang laging stuck,Filipino,negative
ang nipis ng bar tape walang comfort,Filipino,negative
the rear light mount broke agad sobrang dali masira,Filipino,negative
derailleur keeps causing chain drops sobrang hassle,Filipino,negative
gear cables need constant adjustment laging loose,Filipino,negative
uncomfortable ang cycling shoes lagi akong nagkakablisters,Filipino,negative
ang warp ng disc brake rotors parang hindi aligned,Filipino,negative
saddlebag straps are too short di makapitan,Filipino,negative
kickstand is too flimsy parang madaling mabasag,Filipino,negative
chain tensioner broke agad parang low quality,Filipino,negative
bearings sa headset laging may friction sobrang hassle,Filipino,negative
crank arms hit the ground kapag nagturn ako,Filipino,negative
frame geometry is weird di comfortable for long rides,Filipino,negative
chain guard doesnt work laging sumasabit ang chain,Filipino,negative
ang narrow ng pannier rack di kasya yung bags ko,Filipino,negative
seat post quickrelease is hard to use lagi kong nahihirapan,Filipino,negative
brake rotors overheat quickly parang walang stopping power,Filipino,negative
short yung inner tube valves hirap ifit yung pump,Filipino,negative
pedals make a creaking sound parang laging loose,Filipino,negative
derailleur bouncing around and hitting the frame sobrang ingay,Filipino,negative
thin grips cause hand fatigue parang walang support,Filipino,negative
tire patch kit doesnt work nagleleak pa rin,Filipino,negative
frame is too heavy parang mabagal yung ride,Filipino,negative
stripped yung bottle cage bolts sobrang hassle,Filipino,negative
ang weak ng derailleur hanger laging nababali,Filipino,negative
fork doesnt compress properly sobrang rough ng ride,Filipino,negative
brake cables easily fray mahirap palitan,Filipino,negative
tires arent balanced parang bumpy ang ride,Filipino,negative
derailleur cage hits the ground sobrang low,Filipino,negative
brake fluid leaks parang walang stopping power,Filipino,negative
frame finish looks cheap may scratches agad,Filipino,negative
clicking noise from the crankset parang may problem,Filipino,negative
chain skips parang defective ang bike,Filipino,negative
seat post collar doesnt clamp tight lagi bumababa ang seat,Filipino,negative
wheels are out of true sobrang hirap ialign,Filipino,negative
bottom bracket bearings are noisy parang sira na agad,Filipino,negative
saddle feels like rock sobrang uncomfortable,Filipino,negative
fender stays are too short parang di fit sa bike,Filipino,negative
crankset arms feel awkward parang mali ang fit,Filipino,negative
chain is too short nagiging issue sa shifting,Filipino,negative
gear shift indicator doesnt work parang broken,Filipino,negative
bell rusted after a few weeks sobrang low quality,Filipino,negative
light battery doesnt last long sobrang hassle sa gabi,Filipino,negative
pedals are unbalanced parang hirap iride,Filipino,negative
bike lock is bulky hirap dalhin,Filipino,negative
frame welds look messy parang substandard,Filipino,negative
brake levers too far from handlebar di komportable,Filipino,negative
fenders rattle sobrang ingay during rides,Filipino,negative
saddle rails bent sobrang dali masira,Filipino,negative
stem is too short di komportable ang position,Filipino,negative
shifter feels sticky parang may resistance,Filipino,negative
fork seals are leaking sobrang hassle,Filipino,negative
bottle holder is mounted too low hirap abutin,Filipino,negative
rear shock is too soft laging bottoming out,Filipino,negative
tire bead doesnt seat properly parang may wobble,Filipino,negative
kickstand keeps folding up sobrang unsafe,Filipino,negative
handlebar tape is slippery when wet sobrang delikado sa ulan,Filipino,negative
chain keeps slipping off the gears sobrang frustrating,Filipino,negative
brake rotors rub against the pads parang defective,Filipino,negative
crank arms feel wobbly parang unsafe,Filipino,negative
chainring teeth wear out too fast parang substandard,Filipino,negative
helmet padding is too thin sobrang uncomfortable,Filipino,negative
rear hub is noisy parang may friction,Filipino,negative
frame paint chips easily sobrang bilis magasgas,Filipino,negative
bottom bracket creaks sobrang annoying kapag nagpedal,Mixed/Other,negative
basket doesnt hold anything properly sobrang useless,Mixed/Other,negative
fenders rub against tires laging may resistance,Mixed/Other,negative
derailleur pulleys dont spin parang may blockage,Mixed/Other,negative
brake lever reach is too long for small hands sobrang hirap gamitin,Mixed/Other,negative
geometry is awkward parang hindi balanced yung bike,Mixed/Other,negative
straps on the bike rack are too loose parang walang hold,Mixed/Other,negative
chain is noisy lagi kong nililinisan pero walang improvement,Mixed/Other,negative
computer doesnt track speed accurately sobrang unreliable,Mixed/Other,negative
squeaking brake pads sobrang nakakairita sa ears,Mixed/Other,negative
gear cables rub against the frame nagagasgas ang bike,Mixed/Other,negative
helmet is poorly ventilated sobrang init kapag suot,Mixed/Other,negative
stem bolts stripped agad sobrang hassle palitan,Mixed/Other,negative
tire gauge is inaccurate parang broken,Mixed/Other,negative
seat post clamp keeps slipping parang laging may problema,Mixed/Other,negative
crank arms too long for my legs parang uncomfortable,Mixed/Other,negative
chainring bolts stripped agad sobrang poor quality,Mixed/Other,negative
rear light is not bright enough parang walang effect sa night rides,Mixed/Other,negative
brake hoses too long parang in the way lagi,Mixed/Other,negative
frame decals peeled off sobrang low quality,Mixed/Other,negative
chainring is out of alignment causing chain drops,Mixed/Other,negative
handlebar grips are too thin sobrang uncomfortable for long rides,Mixed/Other,negative
derailleur spring too weak parang hindi smooth ang shifting,Mixed/Other,negative
brake levers feel flimsy parang madaling masira,Mixed/Other,negative
tires dont have enough grip on wet roads sobrang delikado,Mixed/Other,negative
fork is too stiff parang walang suspension,Mixed/Other,negative
the bike chain broke after just one week of use ang pangit talaga,Mixed/Other,negative
the pedals feel cheap and started squeaking within days nakakainis,Mixed/Other,negative
the brake pads wore out way too quickly walang tibay,Mixed/Other,negative
the bike seat is extremely uncomfortable napakahirap umupo dito,Mixed/Other,negative
the handlebar grips fell apart after just a few rides sayang naman,Mixed/Other,negative
these tires puncture so easily ang dali lang maflat,Mixed/Other,negative
the water bottle holder is flimsy hindi secure,Mixed/Other,negative
the suspension on this bike is terrible ang pangit ng ride,Mixed/Other,negative
the bike light stopped working after a few uses wala nang silbi,Mixed/Other,negative
the gear shifter is not smooth at all sobrang frustrating,Mixed/Other,negative
the frame paint chipped off within the first month ang bilis magfade,Mixed/Other,negative
the saddlebag tore after only a few uses hindi matibay,Mixed/Other,negative
the helmet strap broke after minimal use delikado ito,Mixed/Other,negative
the bike pump doesnt fit properly ang hirap gamitin,Mixed/Other,negative
the kickstand is unstable laging natutumba ang bike,Mixed/Other,negative
the tires are constantly going flat nakakabwisit,Mixed/Other,negative
the rear rack cant handle much weight parang papalya,Mixed/Other,negative
the bell stopped ringing after a couple of days sayang,Mixed/Other,negative
the fenders dont keep the water off wala itong silbi,Mixed/Other,negative
the chainring is misaligned lagi akong natitigil,Mixed/Other,negative
the bike grips are uncomfortable ang sakit sa kamay,Mixed/Other,negative
the crankset is poorly designed ang hirap magpedal,Mixed/Other,negative
the derailleur is always out of alignment nakakafrustrate,Mixed/Other,negative
the front wheel wobbles after just a short time ang gulo,Mixed/Other,negative
the rear reflector fell off during the first ride delikado,Mixed/Other,negative
the bike lock is too weak hindi secure ang bike ko,Mixed/Other,negative
the pedals are too small hindi secure ang paa,Mixed/Other,negative
the tire valve is faulty madali lang magleak,Mixed/Other,negative
the mudguards dont fit properly laging basa ang likod ko,Mixed/Other,negative
the bike basket fell apart after minimal use sayang ang pera,Mixed/Other,negative
the brake lever feels cheap hindi komportable gamitin,Mixed/Other,negative
the chain gets rusted too easily ang bilis magdeteriorate,Mixed/Other,negative
the handlebar tape wears out very quickly ang pangit ng grip,Mixed/Other,negative
the seat post keeps slipping down ang hirap ipagpatuloy,Mixed/Other,negative
the bike rack scratches the car ang sakit sa ulo,Mixed/Other,negative
the bottom bracket is noisy ang ingay ng bike,Mixed/Other,negative
the reflector tape is barely visible wala itong silbi,Mixed/Other,negative
the bike horn is too quiet hindi marinig,Mixed/Other,negative
the tire pump nozzle doesnt fit well ang hassle,Mixed/Other,negative
the grip shift is too stiff ang hirap magchange gears,Mixed/Other,negative
the frame welds look weak parang hindi matibay,Mixed/Other,negative
the inner tubes are too thin madali lang magpuncture,Mixed/Other,negative
the front suspension lockout doesnt work ang gulo ng ride,Mixed/Other,negative
the saddle is too stiff nakakasakit,Mixed/Other,negative
the bike light mount broke ang problema,Mixed/Other,negative
the pedals are slippery pagsak ang paa,Mixed/Other,negative
the bike rack straps are too short ang hirap magsecure,Mixed/Other,negative
the cleats dont stay locked in ang hassle,Mixed/Other,negative
the front brake cable snapped delikado ito,Mixed/Other,negative
the tire levers bend easily hindi matibay,Mixed/Other,negative
the bike stand is too short ang sakit sa likod,Mixed/Other,negative
the bell is cheaply made madali masira,Mixed/Other,negative
the brake calipers dont line up nakakafrustrate,Mixed/Other,negative
the seat clamp is weak ang bilis mawala,Mixed/Other,negative
the wheel spokes loosen easily madalas magtune,Mixed/Other,negative
the water bottle cage doesnt hold securely nahuhulog,Mixed/Other,negative
the derailleur hanger is bent sobrang hassle,Mixed/Other,negative
the saddle rails creak ang ingay,Mixed/Other,negative
the bike pump is too slow ang tagal,Mixed/Other,negative
the reflector mount doesnt fit wala itong silbi,Mixed/Other,negative
the chainring teeth are too sharp sumasakit ang paa,Mixed/Other,negative
the saddle bag zipper broke ang hirap magayos,Mixed/Other,negative
the shifters are too far from the handlebar nakakabwisit,Mixed/Other,negative
the helmet visor fell off delikado ito,Mixed/Other,negative
the bike computer doesnt sync ang hassle,Mixed/Other,negative
the rear shock absorber leaks wala nang silbi,Mixed/Other,negative
the handlebar extender is unstable ang gulo,Mixed/Other,negative
the chain falls off constantly nakakainis,Mixed/Other,negative
the bike fenders rub against the tires ang ingay,Mixed/Other,negative
the bottom bracket bearings are noisy ang sakit ng ulo,Mixed/Other,negative
the bike basket doesnt hold anything wala itong silbi,Mixed/Other,negative
the fenders are misaligned laging mabasa,Mixed/Other,negative
the derailleur spring is weak ang hirap magshift,Mixed/Other,negative
the brake levers feel flimsy sobrang cheap,Mixed/Other,negative
the bike tires dont grip well delikado ito,Mixed/Other,negative
the front suspension fork has too much play ang hirap,Mixed/Other,negative
the bike light is too dim wala itong silbi,Mixed/Other,negative
the frame feels unbalanced ang hirap kontrolin,Mixed/Other,negative
the chain keeps getting stuck sobrang annoying,Mixed/Other,negative
the rear fender doesnt cover properly lagi akong basa,Mixed/Other,negative
the bottom bracket bearings wore out ang dali masira,Mixed/Other,negative
the brake cables are stiff ang hirap gamitin,Mixed/Other,negative
the helmet strap is uncomfortable nakakairita,Mixed/Other,negative
the bike grips are too thin ang sakit sa kamay,Mixed/Other,negative
the seatpost is too long ang hirap ipagpatuloy,Mixed/Other,negative
the handlebars are too wide ang pangit ng handling,Mixed/Other,negative
the pedal bearings are already noisy ang ingay,Mixed/Other,negative
the tire tread wears out too quickly sayang,Mixed/Other,negative
the bottom bracket is too low nahihirapan ako,Mixed/Other,negative
the handlebar risers are too high ang hirap magreach,Mixed/Other,negative
the bike frame is too heavy ang hirap buhatin,Mixed/Other,negative
the quickrelease lever is too loose delikado ito,Mixed/Other,negative
the seat padding is too thin ang sakit umupo,Mixed/Other,negative
the front wheel keeps getting loose sobrang hassle,Mixed/Other,negative
the brake fluid leaks wala nang silbi,Mixed/Other,negative
the chain is too long ang gulo,Mixed/Other,negative
the tire bead is hard to seat ang hirap,Mixed/Other,negative
the gear shifter is broken ang sakit ng ulo,Mixed/Other,negative
the rear hub makes noise ang ingay,Mixed/Other,negative
the helmet padding is uncomfortable ang init,Mixed/Other,negative
the rear light is not bright enough wala nang silbi,Mixed/Other,negative
the kickstand keeps folding up nakakabwisit,Mixed/Other,negative
the handlebar tape gets slippery delikado ito,Mixed/Other,negative
the chain is noisy ang ingay sa biyahe,Mixed/Other,negative
the gear indicator is not accurate wala itong silbi,Mixed/Other,negative
the bike fenders are too short lagi akong mabasa,Mixed/Other,negative
the spokes on the rear wheel keep breaking ang hassle,Mixed/Other,negative
the rear reflector is missing delikado ito,Mixed/Other,negative
the chainring is too small ang hirap magpedal,Mixed/Other,negative
the front fork is misaligned ang gulo ng ride,Mixed/Other,negative
the brake pads wear out too quickly ang pangit,Mixed/Other,negative
the tire pressure gauge is broken ang hassle,Mixed/Other,negative
the crank arms feel loose delikado ito,Mixed/Other,negative
the saddle doesnt adjust properly ang hirap,Mixed/Other,negative
the water bottle holder is poorly designed ang hassle,Mixed/Other,negative
the inner tube is too thick ang hirap maginstall,Mixed/Other,negative
the chain tension is incorrect ang gulo ng ride,Mixed/Other,negative
the bike frame squeaks ang ingay,Mixed/Other,negative
the seat is too low hindi komportable,Mixed/Other,negative
the pedals are too heavy ang hirap gamitin,Mixed/Other,negative
the handlebar grip is too wide ang sakit,Mixed/Other,negative
the kickstand is too long laging natutumba,Mixed/Other,negative
assembly was a breeze and the instructions were clear and easy to follow,English,positive
highly recommend this bike for its durability and performance,English,positive
the bike gears shifted smoothly making my ride much more enjoyable,English,positive
overall a great investment for any cycling enthusiast,English,positive
this saddle is comfortable for long rides no more sore rear,English,positive
i love the lightweight design of this bike frame it feels so responsive,English,positive
the tires have great grip and provide excellent control on the road,English,positive
the handlebars provide a great grip and feel very sturdy,English,positive
i noticed a significant improvement in my performance with these components,English,positive
these brakes are fantastic i feel safe riding downhill now,English,positive
laging slip ang chain ng bisikleta talagang nakakainis,Filipino,negative
i really love the lightweight frame ng bisikleta na ito sobrang responsive,Mixed,positive
ang brakes ay mahina i feel unsafe habang bumababa,Mixed,negative
the bell is loud enough to alert pedestrians,English,positive
the bike does not feel sturdy when going downhill,Filipino,negative
the handlebar grips are too slippery,Filipino,negative
the saddle is poorly designed and causes discomfort,Filipino,negative
the bike has too many rattles and squeaks,Filipino,negative
the handlebars were not properly aligned upon arrival,Filipino,negative
these pedals provide excellent traction and comfort,English,positive
the delivery was delayed causing frustration,Filipino,negative
the fenders keep me dry during rainy rides,English,positive
the bikes design is aesthetically pleasing and modern,English,positive
the frame paint chipped easily,Filipino,negative
this bike offers an excellent balance between speed and comfort,English,positive
i appreciate the adjustable seat height for comfort,English,positive
the pedals feel cheap and uncomfortable,Filipino,negative
the bike lock is difficult to use,Filipino,negative
the bicycle pump works efficiently and inflates tires quickly,English,positive
i found the multitool very handy for quick adjustments,English,positive
the gears often get stuck and require manual adjustment,Filipino,negative
the bikes gear ratio allows for better hill climbing,English,positive
these tires have improved my performance significantly,English,positive
i wish the bike lights were brighter theyre not very effective,Filipino,negative
i appreciate the quick delivery everything arrived on time,English,positive
the bike bag is spacious and securely holds all my essentials,English,positive
the shock absorbers make the ride smooth on bumpy roads,English,positive
the bike feels unstable at high speeds,Filipino,negative
the seat is uncomfortable for long rides,Filipino,negative
the pedals fell off after a few rides,Filipino,negative
the fenders do not fit well and keep falling off,Filipino,negative
the reflective tape adds an extra layer of safety,English,positive
i found the bike too heavy for my liking,Filipino,negative
these bike gloves provide a good grip and comfort,English,positive
the reflective tape came off after the first ride,Filipino,negative
i love the vibrant colors available for the bike accessories,English,positive
sira ang mga piyesa na natanggap ko kayat hindi ako masaya,Filipino,negative
the kickstand doesnt hold the bike securely,Filipino,negative
these tires are not suitable for rough terrain,Filipino,negative
the new handlebar design makes steering effortless,English,positive
the performance of the bike chain is outstanding,English,positive
i love the comfort of the bike seat perfect for long rides,English,positive
the quickrelease mechanism on the wheels is a fantastic feature,English,positive
the brakes are too squeaky and need adjustment,Filipino,negative
the bike chain rusted too quickly despite proper care,Filipino,negative
the brakes are responsive and give me confidence while riding,English,positive
ang mga gulong ay matibay at matatag hindi ako nagaalala sa mga butas,English,positive
i received the wrong size for the bike frame,Filipino,negative
the bike lights are bright and enhance visibility at night,English,positive
i was disappointed with the quality of the accessories,Filipino,negative
the assembly instructions were unclear and confusing,Filipino,negative
ang kulay ng frame ay hindi katulad ng nasa litrato,Filipino,negative
the brakes dont grip well which makes me uneasy,Filipino,negative
these water bottle holders are perfect for longdistance rides,English,positive
the gear shifters malfunctioned within a week,Filipino,negative
ang kalidad ng mga piyesa ay talagang mahusay at mapagkakatiwalaan,English,positive
the bike tires have exceptional grip and are very durable,English,positive
these gear shifters make changing speeds smooth and quick,English,positive
the kickstand is sturdy and holds the bike upright,English,positive
hindi ako nasiyahan sa bilis ng delivery,Filipino,negative
sobrang saya ko sa bagong bisikleta ang ganda ng kulay,English,positive
assembly was straightforward and all parts fit perfectly,English,positive
the water bottle holder is flimsy and broke after one use,Filipino,negative
the frame is lightweight yet sturdy perfect for climbing,English,positive
these tires went flat too quickly not impressed,English,negative
the bike parts are high quality and very durable,English,positive
mabilis ang delivery at maganda ang kalidad ng bahagi,Filipino,positive
i was disappointed with the performance of the brakes,English,negative
sobrang saya ko sa upgrade ng gulong ko,Filipino,positive
the chain was too noisy and didnt fit properly,English,negative
ang saya ng ride ko dahil sa bagong parts,Filipino,positive
i didnt like the handlebar grips they are uncomfortable,English,negative
mura ang presyo pero mataas ang kalidad ng mga bahagi,Filipino,positive
the gear shifter works like a charm,English,positive
bakit ganito kabigat ang pedal,Filipino,negative
the installation process was easy and straightforward,English,positive
nagustuhan ko ang lahat ng nabili kong bahagi,Filipino,positive
i wish the saddle was more comfortable,English,negative
sobrang ganda ng bahagi sulit ang pera,Filipino,positive
the color of the bike parts was not as described,English,negative
ang ganda ng design ng mga pyesa,Filipino,positive
the quality of the tires exceeded my expectations,English,positive
naghahanap pa ako ng mas murang presyo,Filipino,negative
i love how smooth the ride is now,English,positive
sana magkaroon pa ng sale,Filipino,positive
the bike parts arrived late and damaged,English,negative
mahal ang shipping pero sulit ang produkto,Filipino,positive
the customer service was terrible when i needed help,English,negative
ang saya mag biking dahil sa bagong setup ko,Filipino,positive
the reflectors are not bright enough for night rides,English,negative
ang galing ng brakes sobrang responsive,Filipino,positive
i love the sleek design of the new handlebars,English,positive
ang tibay ng mga pyesa worth it talaga,Filipino,positive
the pedals are way too stiff for a comfortable ride,English,negative
nagustuhan ko ang quick release system ng seat post,Filipino,positive
the chain broke after only two rides,English,negative
the packaging was secure and the parts arrived in perfect shape,English,positive
mabagal ang shipping nakakadisappoint,Filipino,negative
the new tires provide excellent traction on wet roads,English,positive
hindi fit ang bagong saddle masakit sa likod,Filipino,negative
the gear shifting is so smooth now i couldnt be happier,English,positive
ang bigat ng frame hirap gamitin sa uphill rides,Filipino,negative
the customer support team was extremely helpful,English,positive
hindi tumutugma ang brake pads sa binili kong bike,Filipino,negative
the reflective tape is really effective during night rides,English,positive
the handlebars feel too flimsy im worried theyll break,English,negative
ang bilis magshift ng bagong gear shifter sobrang smooth,Filipino,positive
the tires dont hold air very well i had to inflate them often,English,negative
i am super happy with the lightweight frame easier uphill climbs,English,positive
maliit ang saddle hindi comfortable gamitin,Filipino,negative
the brakes are incredibly responsive i feel much safer now,English,positive
ang ingay ng chain parang may sira,Filipino,negative
the suspension is perfect for rough terrain,English,positive
hindi matibay ang spokes madaling nabali,Filipino,negative
the saddle is extremely comfortable for longdistance rides,English,positive
the crankset wobbles a bit when pedaling hard,English,negative
ang quality ng parts ay super tibay at matibay sa trails,Filipino,positive
the brake levers feel cheap and im not confident in them,English,negative
maganda ang kulay ng frame nagustuhan ko talaga,Filipino,positive
the derailleur isnt shifting properly very frustrating,English,negative
maayos ang ride dahil responsive ang suspension,Filipino,positive
the pedals squeak even after trying to fix them multiple times,English,negative
ang bilis ng shipping two days lang dumating na,Filipino,positive
the seat post broke after a few rides very disappointing,English,negative
comfortable ang grips hindi sumasakit ang kamay,Filipino,positive
the headset creaks when i turn the handlebars,English,negative
magaan gamitin ang mga gears perfect para sa trails,Filipino,positive
the chainring is misaligned and makes noise,English,negative
ganda ng bagong setup perfect sa pang everyday biking,Filipino,positive
the bolts were stripped had to replace them myself,English,negative
nagustuhan ko ang braking system madali kontrolin,Filipino,positive
the shifter cables are too short and dont fit properly,English,negative
responsive ang customer service mabilis ang support,Filipino,positive
the bearings in the bottom bracket failed after a week,English,negative
very smooth ride especially with the upgraded suspension,English,positive
hindi komportable ang bagong saddle parang masikip,Filipino,negative
great value for the price everything works perfectly,English,positive
hindi matibay ang brake calipers madaling nasira,Filipino,negative
i love the extra grip on the new tires great for offroad,English,positive
mabilis maubos ang brake pads di ganun kaefficient,Filipino,negative
the carbon frame is super lightweight and stiff excellent ride,English,positive
the rear derailleur keeps slipping very frustrating,English,negative
sobrang tibay ng mga parts gamit ko na sa trail rides,Filipino,positive
the spokes rusted after a month poor quality,English,negative
the crank arms are super durable and handle hard pedaling well,English,positive
the headset wasnt installed properly causing issues,English,negative
very easy to install even for beginners,English,positive
ang mahal ng parts pero hindi worth it yung quality,Filipino,negative
the new shifters are precise and reliable,English,positive
the saddle is too firm and uncomfortable for long rides,English,negative
nagustuhan ko ang bagong handlebar grips very comfortable,Filipino,positive
the rim tape wasnt applied correctly leading to punctures,English,negative
ang galing ng bagong setup ko super saya ng ride,Filipino,positive
the tires are slippery in wet conditions,English,negative
the installation guide was very clear and easy to follow,English,positive
the grips wore out after just a few rides,English,negative
magaan ang bagong chain hindi kaagad nagkakaroon ng wear,Filipino,positive
the derailleur hanger bent easily very poor design,English,negative
great upgrade smoother shifting and better ride quality,English,positive
the handlebars have sharp edges uncomfortable to hold,English,negative
the brakes offer great stopping power especially downhill,English,positive
loose ang bolts ng bagong crankset nakakatakot gamitin,Filipino,negative
the seat is super comfortable no more back pain on long rides,English,positive
hindi maganda ang quality ng reflector mahina sa gabi,Filipino,negative
the frame paint is high quality and very resistant to scratches,English,positive
the brake rotor warped after the first use,English,negative
maganda ang bagong gulong perfect sa offroad rides,Filipino,positive
sobrang ingay ng bagong chain parang hindi fit,Filipino,negative
very responsive brakes i feel a lot safer,English,positive
the chain skips while pedaling hard,English,negative
nagustuhan ko ang bago kong setup sobrang comfortable gamitin,Filipino,positive
the grips on the handlebar are slippery when wet,English,negative
the bike parts fit perfectly no issues with installation,English,positive
masarap gamitin ang bagong saddle hindi masakit sa likod,Filipino,positive
the crank arms are too long causing discomfort when pedaling,English,negative
hindi maayos ang pagkakagawa ng handlebar grips,Filipino,negative
great performance on all terrains very satisfied,English,positive
loose ang rear derailleur di maganda ang performance,Filipino,negative
the tire tread is excellent for both road and trail,English,positive
hindi maganda ang brake calipers mahina ang stopping power,Filipino,negative
i love the smooth ride after upgrading my suspension fork,English,positive
the grips on the handlebars wore out too quickly,English,negative
the brake pads wear out very slowly great durability,English,positive
nagrerattle ang saddle di maganda gamitin,Filipino,negative
the new rims are incredibly durable great for rough trails,English,positive
the gear shifter is too stiff and hard to use,English,negative
ang tibay ng bagong pyesa perfect pangaraw araw na gamit,Filipino,positive
the brake levers feel cheap and flimsy,English,negative
super lightweight ang frame di kaagad napapagod,Filipino,positive
the handlebar width is too narrow uncomfortable to steer,English,negative
the chain is super durable no issues after multiple rides,English,positive
nagclick ang derailleur habang naggegear shift,Filipino,negative
the brakes are amazing very responsive even in wet conditions,English,positive
the pedals are too heavy for longdistance rides,English,negative
i love the sleek and durable design of the frame,English,positive
hindi fit ang mga pyesa sa bike ko nakakairita,Filipino,negative
the suspension fork makes rough terrain much smoother,English,positive
the seat post clamp keeps slipping,English,negative
maganda ang shifting ng gears walang lag,Filipino,positive
the brake pads make a squealing noise during hard stops,English,negative
super responsive ang bagong braking system ko,Filipino,positive
the pedals are too slippery in wet conditions,English,negative
great handling even on rough terrains,English,positive
hindi fit ang bagong chain sumasabit,Filipino,negative
the new saddle is extremely comfortable for long rides,English,positive
the headset is loose and makes creaking noises,English,negative
the grips are incredibly comfortable and durable,English,positive
hindi matibay ang bagong rims madali nasira,Filipino,negative
the chainring is super strong no issues after months of use,English,positive
magaan at matibay ang bagong gulong perfect sa trails,Filipino,positive
the grips are too hard making it uncomfortable to ride long,English,negative
the quick release is easy to use and reliable,English,positive
ang brakes ko ay sobrang responsive walang sablay,Filipino,positive
the brake pads wore out in just a few rides poor quality,English,negative
the wheels are smooth and perfect for city rides,English,positive
sobrang bigat ng bagong pedals hirap gamitin,Filipino,negative
the chain doesnt slip at all even when shifting under load,English,positive
the cassette doesnt fit my bike properly,English,negative
nagustuhan ko ang bagong reflector maliwanag tuwing gabi,Filipino,positive
the derailleur is not shifting smoothly frustrating to use,English,negative
the tire tread is great excellent grip even in mud,English,positive
hindi smooth ang bagong saddle nakakairita,Filipino,negative
the gear system works flawlessly no noise or skipping,English,positive
the brakes are too soft i dont feel safe using them,English,negative
ang bago kong handlebar grips ay sobrang comfortable,Filipino,positive
i wasnt happy with the new wheelset too fragile,English,negative
the suspension fork makes rough rides smooth and enjoyable,English,positive
sobrang lambot ng bagong gulong madaling maflat,Filipino,negative
the saddle provides great support for longdistance biking,English,positive
the brakes feel inconsistent very annoying during rides,English,negative
ang tibay ng chain sobrang sulit sa long rides,Filipino,positive
i found the derailleur to be unreliable keeps needing adjustment,English,negative
the handlebar tape is comfortable and looks stylish,English,positive
hindi worth it ang price ng parts mabilis nasira,Filipino,negative
the frame is super light makes uphill climbs easier,English,positive
the brake levers are unresponsive hard to control,English,negative
sobrang smooth ng gear shifting walang lag,Filipino,positive
the tire pressure keeps dropping must be a defect,English,negative
super lightweight ang bagong seatpost perfect for long rides,Filipino,positive
the handlebars have poor grip not safe in wet conditions,English,negative
the new tires provide excellent grip on gravel and rocks,English,positive
the brake system was faulty needed replacement,English,negative
nagustuhan ko ang bagong chain hindi kaagad nawala ang tension,Filipino,positive
the pedals dont provide enough grip very slippery,English,negative
the new fork is great for absorbing shock on rough roads,English,positive
hindi responsive ang bagong derailleur nakakainis gamitin,Filipino,negative
the shifter works flawlessly very easy to change gears,English,positive
the new saddle is too hard uncomfortable after long rides,English,negative
sobrang tibay ng bagong parts di na ako nagkaroon ng problema,Filipino,positive
i didnt like the color of the frame too different from the photos,English,negative
the brake system works perfectly even on steep descents,English,positive
masakit sa kamay ang bagong grips hindi comfortable gamitin,Filipino,negative
the quick release levers are very easy to use and secure,English,positive
the chain keeps falling off when shifting gears,English,negative
sobrang responsive ng bagong gear system ko sobrang ganda,Filipino,positive
the brake pads squeal when applied very annoying,English,negative
the new derailleur made gear shifting much smoother,English,positive
hindi ko gusto ang bagong seatpost sobrang lambot,Filipino,negative
the handlebars are perfect very comfortable and easy to grip,English,positive
the brake cables are too short dont fit properly,English,negative
ang ganda ng bagong rims hindi madaling masira,Filipino,positive
the tires are too thin not suitable for rough terrain,English,negative
the new handlebar design gives me great control over the bike,English,positive
nakakainis ang bagong brakes hindi responsive,Filipino,negative
the saddle is comfortable and provides great support,English,positive
sobrang tagal ng shipping hindi ko na magamit agad,Filipino,negative
the derailleur hanger is sturdy no issues with shifting,English,positive
the tire rubber wears out quickly poor quality,English,negative
nagustuhan ko ang bagong pedals hindi madulas kahit basa,Filipino,positive
